@relation 'ujian 3'

@attribute 'Jenis Kelamin' {PRIA,WANITA}
@attribute Usia numeric
@attribute Pendidikan {S1,Diploma,'SMA / SLTA'}
@attribute Profesi {Karyawan,Wiraswasta,'Pegawai Negeri Sipil'}
@attribute 'Total Masa Kerja' {1--2,'> 2','< 1'}
@attribute 'Status Kerja' {Kontrak,Pengusaha,Tetap}
@attribute 'Status Pernikahan' {MENIKAH,'BELUM MENIKAH'}
@attribute 'Jumlah Tanggungan' numeric
@attribute 'Status Tmpt Tinggal' {'MILIK SENDIRI',KELUARGA,'SEWA / KONTRAK',DINAS}
@attribute 'Total Penghasilan' {'2000000 - 3500000','3500000 - 4000000',>4000000}
@attribute 'Kredit Lainnya' {'Kredit Kendaraan','Tidak Ada Kredit Lainnya','Kredit Lainnya'}
@attribute Tunggakan {'Tidak Menunggak','Tidak Ada Tunggakan',Menuggak}
@attribute Keterangan {LOLOS,'TIDAK LOLOS'}

@data
PRIA,26,'SMA / SLTA',Wiraswasta,'> 2',Pengusaha,'BELUM MENIKAH',0,'SEWA / KONTRAK','2000000 - 3500000','Tidak Ada Kredit Lainnya','Tidak Ada Tunggakan',LOLOS
PRIA,39,Diploma,Wiraswasta,'> 2',Pengusaha,MENIKAH,0,'SEWA / KONTRAK','3500000 - 4000000','Tidak Ada Kredit Lainnya','Tidak Ada Tunggakan','TIDAK LOLOS'
WANITA,28,Diploma,Karyawan,1--2,Kontrak,'BELUM MENIKAH',0,'SEWA / KONTRAK','2000000 - 3500000','Tidak Ada Kredit Lainnya','Tidak Ada Tunggakan','TIDAK LOLOS'
PRIA,20,S1,Karyawan,'> 2',Kontrak,'BELUM MENIKAH',0,'SEWA / KONTRAK','2000000 - 3500000','Tidak Ada Kredit Lainnya','Tidak Ada Tunggakan',LOLOS
PRIA,28,'SMA / SLTA',Wiraswasta,1--2,Pengusaha,MENIKAH,2,'SEWA / KONTRAK',>4000000,'Tidak Ada Kredit Lainnya','Tidak Ada Tunggakan',LOLOS
PRIA,42,'SMA / SLTA',Karyawan,1--2,Kontrak,MENIKAH,2,'SEWA / KONTRAK','2000000 - 3500000','Tidak Ada Kredit Lainnya','Tidak Ada Tunggakan','TIDAK LOLOS'
PRIA,34,'SMA / SLTA',Karyawan,1--2,Tetap,MENIKAH,3,'SEWA / KONTRAK','2000000 - 3500000','Tidak Ada Kredit Lainnya','Tidak Ada Tunggakan',LOLOS
PRIA,37,'SMA / SLTA',Karyawan,'> 2',Tetap,MENIKAH,1,'SEWA / KONTRAK','3500000 - 4000000','Tidak Ada Kredit Lainnya','Tidak Ada Tunggakan',LOLOS
PRIA,27,'SMA / SLTA',Karyawan,'< 1',Tetap,'BELUM MENIKAH',0,'SEWA / KONTRAK','2000000 - 3500000','Tidak Ada Kredit Lainnya','Tidak Ada Tunggakan',LOLOS
PRIA,28,Diploma,Wiraswasta,1--2,Pengusaha,'BELUM MENIKAH',0,'SEWA / KONTRAK','2000000 - 3500000','Tidak Ada Kredit Lainnya','Tidak Ada Tunggakan',LOLOS
WANITA,28,'SMA / SLTA',Wiraswasta,1--2,Pengusaha,'BELUM MENIKAH',0,'SEWA / KONTRAK','3500000 - 4000000','Tidak Ada Kredit Lainnya','Tidak Ada Tunggakan',LOLOS
WANITA,28,'SMA / SLTA',Wiraswasta,1--2,Pengusaha,'BELUM MENIKAH',0,'SEWA / KONTRAK',>4000000,'Tidak Ada Kredit Lainnya','Tidak Ada Tunggakan',LOLOS
PRIA,25,'SMA / SLTA',Wiraswasta,'> 2',Pengusaha,MENIKAH,2,'SEWA / KONTRAK','3500000 - 4000000','Tidak Ada Kredit Lainnya','Tidak Ada Tunggakan',LOLOS
PRIA,42,'SMA / SLTA',Wiraswasta,1--2,Pengusaha,MENIKAH,1,'SEWA / KONTRAK','2000000 - 3500000','Tidak Ada Kredit Lainnya','Tidak Ada Tunggakan',LOLOS
PRIA,32,'SMA / SLTA',Wiraswasta,'> 2',Pengusaha,MENIKAH,0,'SEWA / KONTRAK','3500000 - 4000000','Tidak Ada Kredit Lainnya','Tidak Ada Tunggakan',LOLOS
PRIA,40,S1,Karyawan,'> 2',Tetap,MENIKAH,4,'SEWA / KONTRAK','3500000 - 4000000','Tidak Ada Kredit Lainnya','Tidak Ada Tunggakan',LOLOS
PRIA,33,'SMA / SLTA',Karyawan,1--2,Tetap,MENIKAH,2,'SEWA / KONTRAK','2000000 - 3500000','Tidak Ada Kredit Lainnya','Tidak Ada Tunggakan',LOLOS
PRIA,37,'SMA / SLTA',Karyawan,1--2,Tetap,MENIKAH,2,'SEWA / KONTRAK',>4000000,'Tidak Ada Kredit Lainnya','Tidak Ada Tunggakan',LOLOS
PRIA,22,'SMA / SLTA',Wiraswasta,1--2,Pengusaha,'BELUM MENIKAH',0,'SEWA / KONTRAK','2000000 - 3500000','Tidak Ada Kredit Lainnya','Tidak Ada Tunggakan',LOLOS
WANITA,28,'SMA / SLTA',Wiraswasta,1--2,Pengusaha,'BELUM MENIKAH',0,'SEWA / KONTRAK','3500000 - 4000000','Tidak Ada Kredit Lainnya','Tidak Ada Tunggakan',LOLOS
WANITA,38,'SMA / SLTA',Wiraswasta,1--2,Pengusaha,MENIKAH,2,'SEWA / KONTRAK','3500000 - 4000000','Tidak Ada Kredit Lainnya','Tidak Ada Tunggakan','TIDAK LOLOS'
WANITA,26,Diploma,'Pegawai Negeri Sipil',1--2,Tetap,'BELUM MENIKAH',0,'SEWA / KONTRAK','3500000 - 4000000','Tidak Ada Kredit Lainnya','Tidak Ada Tunggakan','TIDAK LOLOS'
PRIA,24,Diploma,Wiraswasta,'> 2',Pengusaha,MENIKAH,2,'SEWA / KONTRAK','3500000 - 4000000','Tidak Ada Kredit Lainnya','Tidak Ada Tunggakan',LOLOS
PRIA,27,S1,Karyawan,1--2,Tetap,MENIKAH,1,'SEWA / KONTRAK','2000000 - 3500000','Tidak Ada Kredit Lainnya','Tidak Ada Tunggakan',LOLOS
PRIA,36,Diploma,Karyawan,1--2,Tetap,MENIKAH,0,'SEWA / KONTRAK','2000000 - 3500000','Tidak Ada Kredit Lainnya','Tidak Ada Tunggakan','TIDAK LOLOS'
WANITA,40,Diploma,Wiraswasta,1--2,Pengusaha,MENIKAH,4,'SEWA / KONTRAK','3500000 - 4000000','Tidak Ada Kredit Lainnya','Tidak Ada Tunggakan','TIDAK LOLOS'
PRIA,31,Diploma,Wiraswasta,1--2,Pengusaha,MENIKAH,2,'SEWA / KONTRAK','2000000 - 3500000','Tidak Ada Kredit Lainnya','Tidak Ada Tunggakan','TIDAK LOLOS'
WANITA,25,'SMA / SLTA',Karyawan,1--2,Tetap,'BELUM MENIKAH',0,'SEWA / KONTRAK','2000000 - 3500000','Tidak Ada Kredit Lainnya','Tidak Ada Tunggakan','TIDAK LOLOS'
WANITA,38,Diploma,'Pegawai Negeri Sipil',1--2,Tetap,MENIKAH,1,'SEWA / KONTRAK',>4000000,'Tidak Ada Kredit Lainnya','Tidak Ada Tunggakan',LOLOS
PRIA,29,Diploma,Wiraswasta,'< 1',Pengusaha,'BELUM MENIKAH',0,'SEWA / KONTRAK','2000000 - 3500000','Tidak Ada Kredit Lainnya','Tidak Ada Tunggakan',LOLOS
PRIA,47,'SMA / SLTA',Wiraswasta,1--2,Pengusaha,MENIKAH,3,'SEWA / KONTRAK','2000000 - 3500000','Tidak Ada Kredit Lainnya','Tidak Ada Tunggakan','TIDAK LOLOS'
WANITA,28,Diploma,Wiraswasta,1--2,Pengusaha,'BELUM MENIKAH',0,'SEWA / KONTRAK','3500000 - 4000000','Tidak Ada Kredit Lainnya','Tidak Ada Tunggakan',LOLOS
WANITA,34,Diploma,Wiraswasta,1--2,Pengusaha,MENIKAH,1,'SEWA / KONTRAK',>4000000,'Tidak Ada Kredit Lainnya','Tidak Ada Tunggakan',LOLOS
